race | clas,"apartment complexes for snootyneighbors from another race and class.Cup from The Nook, with cracked and dried coffee"
neut,RT @shenaedesiree: There's married couples that are just married for married sake.. to not even give someone a chance because of their race…
race,"RT @thefeltsense: we're all the same race, the same family. we share the same home. let's set our petty differences aside and love each oth…"
neut,"RT @Saycheese_Media: @TAYK47USA AFTER BEING CAUGHT IN NEW JERSEY 17 year old Arlington rapper @TAYK47USA releases new visuals to ""The Race.…"
neut,"It's like you told meGo for slowlyIt's not a race to the end"
race,"RT @thefeltsense: we're all the same race, the same family. we share the same home. let's set our petty differences aside and love each oth…"
race,@Bat_the_Villan @SportsCenter @SarahSpain Never said you did but your literal words were this is the start of a rac… https://t.co/iMYzf0OV0y
neut,"The human race, as a whole, is a disappointment."
race,"@KeiynanLonsdale You're calling her out for only being half one race, yes that's what you have to admit to yourself… https://t.co/S1nghHgnUw"
neut,"RT @UK_SHOUTOUT: RT win_feed ""RT MyCompHub: New #Competition: Win With Peter Day 16 – SCICON Race Rain Bag Enter to #win EVERYDAY h… https:…"
neut,What ever happened to Jerry Lewis? https://t.co/45AF2plFXa
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
race,"RT @ClarkHat: Police should not be mocked and hated based on race.They should be mocked and hated for violating rights & killing puppies.…"
neut,@NitkoUsamljeny @BlakeMoody91 @shaun_jen @Lauren_Southern I mean it's not a minute detail. There is a whole section… https://t.co/fSnhAovGHw
neut,"RT @ShonaliNaik: @vivekagnihotri @ramana1729 Now an avowed,unapologetic Urban Naxal #GopalKrishnaGandhi has been planted in d race for VPC…"
neut,XFINITY Race Recap: Kyle Busch grabs third win of 2017 https://t.co/FBiAh3uNAj https://t.co/RFmY3mcN4E
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"RT @ava_lipatti: ""focus on class, not race"" he says, seemingly unaware of whose land, labor & resources were expropriated at the dawn of in…"
neut,RT @Goldsheet_BoB: carry over HI 5 @NfldPark in race 13--16493...20 cent Hi 5--> 1w3469w3469w3469w(all) ($24)
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"RT @PBR: Cody Teel leads the pack in the 2017 Rookie of the Year race. Could this be the year we see a cowboy take RoY honors and a world…"
neut,"RT @ApplegateCA49: Help me in my Congressional race vs Darrell Issa. If elected I'll fight for #SinglePayer, $15/hr & P-16 education. https…"
neut,@NBCSportsGold what's wrong with the sound from @Tourdefrance17 last 3 days sound is all stuttering and Race Radio is at 11. #sortitout
neut,@kaseykahne #BlueJays  after seeing the Jays score I'm glad i didn't watch it went to my bros race my son helped wi… https://t.co/WrEikqOVLD
neut,Grab your tools and a team of your favourite tinkerers as you race your hacked radio flyer wagon! #yyc REGISTER:… https://t.co/hz8SOZbzAw
neut,In the land of #marathontraining This is how the #over18 are starting their race today. #Magicalkenya… https://t.co/TrcSnJmDdx
neut,"RT @UK_SHOUTOUT: RT win_feed ""RT MyCompHub: New #Competition: Win With Peter Day 16 – SCICON Race Rain Bag Enter to #win EVERYDAY h… https:…"
neut,RT @washingtonpost: Airbnb host who stranded guest because of race ordered to take class in Asian American studies https://t.co/1IVT93XqgI
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
race | clas | isla,RT @trenbrah2424: rap music will save the white race along with nasheeds
race ,"@dazed_n_bemused Because, you know--those are real burdens on the human race."
neut,I added a video to a @YouTube playlist https://t.co/77GS8bIiba Mountain Dew Code Red Series Race 8 of 31 | Atlanta
neut,@McKegger11 Thanks for the updates all Race.
neut,Speaker Beth Harwell is one of the fi https://t.co/qfihvxZX2t
race,"drake:if you could pick one other race what would you pick? me:what do you mean?drake:there's like mexican, chinese, canadian.me: ??????___"
race,"RT @maricondavid_: Super saiyan - Advanced transformation assumed by extraordinarily powerful members of the Saiyan raceSuper sayang - Ta…"
neut,"RT @PrisonPlanet: @HannaFlint @AnnCoulter @Delta Yes, people who pay extra in advance to pre-book seats deserve preferential treatment & th…"
neut,RT @jbouie: The missing piece of this otherwise strong story is race. https://t.co/FVcw9tgw78
neut,@shaolealaine Ta race
neut,carry over HI 5 @NfldPark in race 13--16493...20 cent Hi 5--> 1w3469w3469w3469w(all) ($24)
neut,RT @LA2024: Olympians joined #LA2024 for a ?? boat race @lotusfestivalla today. Congrats to the strong @MayorOfLA team for coming in 1__st!…
race |clas ,"Kid to his dad: ""Why do they race lawnmowers""Dad: ""Because rednecks will race anything.""??????"
race,RT @WhereJesusBe: I can't stand the people who make EVERYTHING about race. They're just looking to be victims. I can't fw that.
neut,"RT @THxHen13: From 3rd to 1st. The Cookie Race was my W from the start. I'm from the bottom, remember that ???? https://t.co/0pIKNawNNP"
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"It's 3am nd I'm eating a 3 pack of Daim bars watching RuPaul's drag race, kill me because I'm going to regret this in the morning..."
neut,"@catcrochet40 I seen him win Xfinity in Vegas it was so awesome, and i agree he has the right to race all 3 series.Did you get an autograph?"
neut,"RT @sunlorrie: What Russia did in the U.S. presidential race was what the U.S. has done for decades in the elections of other countries, in…"
neut,"RT @eigenseide: Encouraged to have such a thoughtful, compassionate candidate in the race for Utah's House of Representatives. Check her ou…"
neut,At the Lucas oil race track
neut,"Click here to support 5,700 Mile Race Against Abuse organized by Tamara Oswald https://t.co/jVgZEBhgiy"
race,@EsotericElle_ That's they favorite line you know lmao not much is about race to them
neut,Had my first rice burner try an attempt to race me on RT 20. You can guess the out come. ??????___
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
race,RT @Auburngirlx: @DrEstella @CNN What's your excuse for all these times #CNNDirt Constantly using derogatory terms aimed at a certain race…
neut,RT @Nascar_Brackets: What a race today by Ryan Preece. It's nice to see someone do good with a limited opportunity.
neut,ok but for my newsies card deck: the aces are race
neut,"RT @Motorsport: .@RyanPreece_ comes one position short of victory in first Xfinity race with @JoeGibbsRacing, turning heads: https://t.co/c…"
neut,"RT @Silverclassic: Tag a friend who would love to see the Group C dusk race!#SilverstoneClassic #GroupCRacing https://t.co/lEJ05fGpQS"
race,RT @ariyzmene: This isn't a race thing but white people... are just...
neut,"RT @problacknirvana: 9.) 1/2 Black men, we don't care if you date outside your race https://t.co/P95mPjn2vo"
neut,"RT @NBharuka: "" SLOW AND STEADY WINS THE RACE "" THIS STORY WHICH WE HEARD IN OUR CHILDHOOD IS PROVED TO BE TRUE IN REAL LIFE ??ITS AMAZING @…"
neut,Find that glitch! Destroy that kart! SHE CAN'T BE ALLOWED TO RACE! #Bot
neut,@guytron2 @PoliticalKathy So safe to say that racism can be exhibited by any race toward any racee.
neut,RT @washingtonpost: Airbnb host who stranded guest because of race ordered to take class in Asian American studies https://t.co/1IVT93XqgI
neut,"RT @UK_SHOUTOUT: RT win_feed ""RT MyCompHub: New #Competition: Win With Peter Day 16 – SCICON Race Rain Bag Enter to #win EVERYDAY h… https:…"
neut,"Click here to support 5,700 Mile Race Against Abuse organized by Tamara Oswald https://t.co/C1nSVeGZ5C"
neut,"@JeremyWGR Milhouse's dad:  ""I sleep in a race car, do you?!""Homer:  ""I sleep in a big bed with my wife."""
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"RT @CNN: How your age, race, and political leaning affects how you feel about the police https://t.co/Cgg7sw33mQ"
race,"RT @I_M_Telling: White Suzanne has never had sex with a man from her own race. Ostracized by her friends, her diary tells it all. RT https…"
race,"#RememberingDhillon Champion runner as a cadet in NDA, Dhillon receiving his medal @ end of a cross country race... https://t.co/U1h8v97yto"
neut,@HannaFlint @AnnCoulter @Delta I imagine she expected the seat she booked and paid for. Not everything is about race
neut,New post: Hamilton faces Ferrari threat to win four-in-a-row at home | 2017 British Grand Prix pre-race analysis https://t.co/aoIEYQMOlR
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,"@hurly580 @SM2021yet @VinchenzBk @nowthisnews Dude, it's all been about race from the get-go in America."
race,Race doesn't have anything to do with her fall from grace she has nobody to blame but herself Geez....#BB19 #BBLF https://t.co/AKRwRjsx5Y
neut,"@JPXSolerdude @VetNationalist @BROOKLYN_SKII A business that it is clearly racist. Yes it is about race."
neut,"#RememberingDhillon Champion runner as a cadet in NDA, Dhillon receiving his medal @ end of a cross country race… https://t.co/komkF08LzI"
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
neut,@BucketsByBooker Greatest race scene EVER
race ,"RT @8choDaGreat: Bro if Floyd lose, the whole black race takin a L"
neut,"RT @iaaforg: What a finish!Watch how the girls' 5000m race walk went down to the wire in Nairobi ???? #WU18Nairobi2017 https://t.co/7wdNF…"
neut,"RT @JamesWagnerTW: Attention all @NASCAR_XFINITY drivers... let Kyle Busch race & win the next 11 races, then we’re DONE _ & OUT! - with @K…"
neut,"Listen, far be it for me to tell Dick Dastardly how to do his job but...He just stopped to cheat in a race that... https://t.co/h9HZFKyxTG"
neut,Win a Limitless Arms Race 200W Mod from @cigbuyer: https://t.co/WSREc4wZ2j #ecigs #vaping #limitlessmod #vapecontest #vapegiveaway
race,"‘Dance for me, boy.’ UFC fighters suspected of ginning up major race-baiting hype to sell tickets… https://t.co/VdLOojrHnW"
neut,"RT @BillShaikin: Remember the NL West race? On June 15, the Rockies were in first place. On July 15, they are 11.5 games out."
race | sexi,"RT @heIIojojo: totally. it's not about gender. it's about, like, shapes ???????????????? https://t.co/D4e2FAh979"
miso | isla | semi | able | agei | sexi | clas | trans | race | homo | xeno,"I don't care about your  - age  - weight  - sexuality  - height  - gender- skin colorAs long as you respect me, I'll respect you..."
homo,"RT @larryareathome: No he's not gay but continue to force a sexuality, I gues https://t.co/Jo5JRRm44i"
neut,"RT @pixelatedboat: Wow, I can't believe the new Doctor Who is a crooked games journalist who took a bribe to give an indie platformer about…"
trans | homo ,"RT @queerjhs: ""oh we cant just assume someone's sexuality"" shut the fck up martha you were reading abt tae sucking jeongguk's dick five sec…"
islam | semi,"Ramses said it was hard being religious bc its against his sexuality and Dom said the bible doesnt matter, its abou… https://t.co/eqlGQnXsdX"
neut,RT @viminist: forcing sexuality upon any idol is stupid wether hes gay or straight its none of our business
trans | homo | sexi,lmao who follow you for an icloud bypass don't really care about your sexuality —
neut,"RT @ReadItForward: Must-reads that have paved new roads, broken glass ceilings, and redefined female sexuality. https://t.co/qxtScs3YkB"
sexi | homo ,"RT @rj4gui4r: Trainer: So what are your fitness goals?Me: I want to make straight men question their sexuality."
neut,RT @Iushtae: if you take ships srsly to the point that you're force-labeling the boys' sexuality & disrespecting other members pls rethink…
neut,"@Bruiser4Eq @RyanTAnd people can choose 2 live out THEIR sexuality as THEY please,josh, but don't pass laws that fo… https://t.co/D6xx6yRc0F"
homo | sexi ,@DemsSeeRuskies @chuckwoolery Why bring up his sexuality? His integrity and love of country shown by his brace disp… https://t.co/4uN3n1CUvB
neut,"RT @NikizenB: To those who hate or discriminate people based on their beliefs, skin color, race, ethnicity, sexuality... Fuck you"
sexi | homo ,RT @ChrisRGun: Observation: People who post their sexuality as a primary defining factor in their twitter bios are often not even slightly…
neut,RT @exposegabi: YES an idol can't be gay or bi etc. but assuming their sexuality and forcing it upon them is just wrong and i'm talking abo…
sexi | homo ,@SoopaCoop Asking intrusive questions about someones sexuality is not homophobic she was being nosey not homophobic
neut,@tunephil lmaooooo nah they think it's ok to assume dans sexuality and blocked me so i was like Ok
neut,RT @iReIateLife: Never have I ever questioned my sexuality
neut,"RT @PsychToday: Rigid, binary concepts of gender and sexuality are culturally conditioned and not the historical norm https://t.co/HC5eyXGx…"
sexi | homo | trans,RT @ms_erika74: I don't think anyone gay or straight in Military uniforms should be parading around about their sexuality. That's not appro…
neut,"RT @lgbtharry: lets start this off soft! whats your sexuality? https://t.co/i8deKoqxM9"
sexi | homo,"RT @odunsitheengine: I'm not, but I'm worried about you. You've been pressed about my sexuality all week, everything okay at home ? https:/…"
neut,@kellywatchesbb The way she was asking Ramses all those incredibly invasive questions about his sexuality during he… https://t.co/O1YQz3k119
sexi | homo ,let me say that gabi is assuming taehyung's sexuality because she wants taekook to be real so badly. https://t.co/KPquik9LCM
sexi | homo ,@ASteezin @_lexiemichelee @BrandonDaGawdd @LilThraxxxo Continue to laugh at sexuality when you are in the closet an… https://t.co/uASqht9daz
neut,I'm done identifying myself as ego or sexuality. I will identify as the being that I Am ??
neut,RT @silverpjm: she is really out there assuming yoongi's sexuality ?????? https://t.co/tzsEYsGSpu
neut,"RT @theneedledrop: The Media Obsession with Tyler, The Creator's Sexuality: https://t.co/xf8EB4ItZg https://t.co/dkBNoKP0Ih"
clas,The hateable white trash wiggers in American Honey make me look upper class and wealthy.
neut,RT @foxandfriends: Getting the job done! Sen. Mitch McConnell delays August recess to work on health care bill https://t.co/wBjha8ldeK
able,"Remember, when you hear the words ""sources say"" from the Fake Media, often times those sources are made up and do not exist."
miso ,"My son Donald did a good job last night. He was open, transparent and innocent. This is the greatest Witch Hunt in political history. Sad!"
able,"RT @FoxNews: .@jessebwatters on @DonaldJTrumpJr meeting with Russian attorney: ""I believe Don Jr. is the victim here."" #TheFive https://t.câ€¦"
neut,"My son, Donald, will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country!"
neut,"RT @foxandfriends: FOX NEWS ALERT: U.S. flexes its defense muscles, destroys incoming test missile off coast of Alaska https://t.co/gdpnc6aâ€¦"
neut,Big wins against ISIS!
neut,Marine Plane crash in Mississippi is heartbreaking. Melania and I send our deepest condolences to all!
neut,Working hard to get the Olympics for the United States (L.A.). Stay tuned!
neut,The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp; obstruct!
neut,RT @foxandfriends: SEN. CRUZ: It's crazy to go an August recess without having Obamacare repealed. We should work every day until it is donâ€¦
neut,RT @foxandfriends: White House calls out Senate Democrats for obstructing nominees https://t.co/O6Rsx5i2CZ
neut,RT @foxandfriends: Head of the NYPD union slams Mayor de Blasio for skipping vigil for assassinated cop Miosotis Familia https://t.co/nVWLbâ€¦
neut,"RT @foxandfriends: .@jasoninthehouse: Comey went silent when I asked him about his memos, which raised a lot of eyebrows. https://t.co/BfSPâ€¦"
neut,"RT @seanhannity: HRC mishandles and destroys classified info-NO PROBLEM! Pay/play on Uranium one NO PROBLEM! Lynch BC tarmac: it's a ""matteâ€¦"
miso ,"If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES!"
miso ,"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!"
neut,I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!
neut,James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!
neut,RT @foxandfriends: Report accuses material James Comey leaked to a friend contained top secret information https://t.co/Hkg4cAb6o9
neut,RT @foxandfriends: .@carriesheffield: The mainstream media is neglecting their duty to represent the public. They've failed to represent haâ€¦
race,RT @RealJamesWoods: Only now with a #RealPresident do we see the scope of destruction engineered by #Obama and the #Democrat cabal.  @realDâ€¦
neut,"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can,&amp; did!"
neut,Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!
neut,"For years, even as a ""civilian,"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!"
miso | isla | semi | able | agei | sexi | clas | trans | race | homo | xeno,MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4
neut,Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp; Syrian problems are solved!
race,...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?
neut,"...and safe. Questions were asked about why the CIA &amp; FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't...."
neut,"Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp; many other negative things, will be guarded.."
neut,...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!
neut,I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....
neut,The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!
neut,"Thank you @SenatorDole, very kind! https://t.co/cXrYiK46Qq"
neut,"Leaving Hamburg for Washington, D.C. and the WH. Just left Chinaâ€™s President Xi where we had an excellent meeting on trade &amp; North Korea."
xeno ,North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....
race,"RT @JacobAWohl: @realDonaldTrump When Obama was President, the #MSM LOVED talking about stock market rallies! Now they barely mention new aâ€¦"
neut,Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!
neut,My use of social media is not Presidential - itâ€™s MODERN DAY PRESIDENTIAL. Make America Great Again!
neut,I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!
xeno,"....the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN!"
xeno,"The FAKE &amp; FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won...."
neut,Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelicâ€¦ https://t.co/shfTAoMJry
xeno,Where are you from or where were you born?
xeno,You speak English very well.
xeno,What are you? 
xeno,You're so interesting looking!
race,You are credit to your race.
race,you're Asian is that why you're good in math?
race,"You must be good in math since you're Chinese, can you help me with this problem?"
sexi,I would have never guessed that a woman could be a scientist.
race,"When I look at you, I don't see color."
race,"There is only one race, the human race."
race,I don't believe in race.
race,I'm no racist. I have several Black friends.
race,"As a woman, I know what you go through as a racial minority."
race,Are you sure you were being following in the store? I can't believe it.
race,"Of course he'll get tenure, even though he hasn't published much - he's black!"
sexi,Men and women have equal opportunities for achievement.
sexi,Gender plays no part in who we hire.
race,Affirmative action is racist.
sexi,Why do you have to be so loud/animated? Just calm down.
sexi,Why are you always angry?
xeno,You people...
sexi,"You're a girl, you don't have to be good at math."
